x_0,x_1,y_0,y_1
0.18694109228632882,0.5991207467788038,0.18694109228632882,1.117254592520712
0.883026859208878,0.25509997353331837,0.883026859208878,1.2610156518853668
0.9668804334628631,0.33624767352785456,0.9668804334628631,1.44605817166238
0.027581560832651286,0.3958692928435562,0.027581560832651286,0.7391539574958431
0.5456084398964626,0.2247129387711998,0.5456084398964626,0.9533867836240866
0.20188344277298775,0.43148052820812144,0.20188344277298775,0.9602860185404256
0.3561700806770871,0.2294191260942422,0.3561700806770871,0.791594069665599
0.38387744357184506,0.6236341486331781,0.38387744357184506,1.3226382295139152
0.3449242071799131,0.3990046054520726,0.3449242071799131,1.0540930236825634
0.48805160806695524,0.40542007037548355,0.48805160806695524,1.1937720601519517
0.9310564575864421,0.5909876613404134,0.9310564575864421,1.7276077371718705
0.3037048207967108,0.00513773075992785,0.3037048207967108,0.30933280164752036
0.8804678189040867,0.2645823266096793,0.8804678189040867,1.275849287696624
0.06529027719484315,0.6206955430661899,0.06529027719484315,1.0114788041023384
0.663855102544456,0.864079797791151,0.663855102544456,1.6038017198858463
0.15639144835919894,0.1398777779226189,0.15639144835919894,0.43187543234667825
0.277627842466711,0.7366926590910158,0.277627842466711,1.2693343964119297
0.30959381934869246,0.07788170276473638,0.30959381934869246,0.45980609951792506
0.19912755817032646,0.379632787206304,0.19912755817032646,0.8862031254660258
0.37781575665698763,0.6841544297343416,0.37781575665698763,1.3484605194678134
0.6112998092176318,0.7268606011858849,0.6112998092176318,1.5670868938995568
0.2176415163733102,0.8897021475764211,0.2176415163733102,1.1942475299307687
0.5448654210044839,0.6507318089814279,0.5448654210044839,1.4822516729502264
0.6792609865137241,0.9550761956701529,0.6792609865137241,1.5711874298580866
0.8323777952523721,0.12695468487318828,0.8323777952523721,0.9907238958364483
0.677967502362927,0.7200921199885684,0.677967502362927,1.618693672232326
0.22024334335530693,0.505518722558591,0.22024334335530693,1.0658502598851007
0.25560799371631204,0.2617887527673255,0.25560799371631204,0.7528152746507957
0.38630941311797296,0.7885842042535768,0.38630941311797296,1.3767520748223911
0.19092043285723048,0.9314282008403933,0.19092043285723048,1.147415443395412
0.999052883617956,0.32165380392861176,0.999052883617956,1.440804066326497
0.0038936126873430066,0.7880240387894866,0.0038936126873430066,1.0038798124378934
0.8965576500382099,0.26045225545396766,0.8965576500382099,1.278847360076525
0.2725883930629722,0.47690775021839515,0.2725883930629722,1.0848541489096712
0.7011467135089051,0.07481455500805057,0.7011467135089051,0.7941657152707595
0.9485063329141388,0.8046524569387684,0.9485063329141388,1.8118043928276577
0.10258330032735785,0.2532013513141006,0.10258330032735785,0.5874380487510674
0.7925370898763731,0.22420201743664303,0.7925370898763731,1.14566460171435
0.08072927960145859,0.39127721862464204,0.08072927960145859,0.7857347265520949
0.46097985124077834,0.42549488022099824,0.46097985124077834,1.1967591541144216
0.24010810732934273,0.44148510574476973,0.24010810732934273,1.0104355837707424
0.07261957775437611,0.2691425949731352,0.07261957775437611,0.5852201957544706
0.21428971105080719,0.8954032232854132,0.21428971105080719,1.1885486798504574
0.30095838512079764,0.42132794967178944,0.30095838512079764,1.0428488567668106
0.5015269643023681,0.5518135199081592,0.5015269643023681,1.3736117219598387
0.6210048417420392,0.7043720729676083,0.6210048417420392,1.5687509411125886
0.41067621413953936,0.06567980057593414,0.41067621413953936,0.5302115579519276
0.9418665241375899,0.6798531993044319,0.9418665241375899,1.7864606741462505
0.9281989665532436,0.015573155520174131,0.9281989665532436,0.8316831978357601
0.17812198434948345,0.10489975799567886,0.17812198434948345,0.3854454010454258
0.22881884938764963,0.9357811477867567,0.22881884938764963,1.1819371677604362
0.8629683058965366,0.8409247368486517,0.8629683058965366,1.7536157895161066
0.35483485726905595,0.4991044017198123,0.35483485726905595,1.187937362807338
0.8969820702244671,0.60539023153215,0.8969820702244671,1.7173386051908848
0.5783731419800985,0.9843731031284413,0.5783731419800985,1.4685198185822443
0.6460102670448079,0.4820595686272007,0.6460102670448079,1.4235524551731966
0.4102074256952306,0.5862207474887144,0.4102074256952306,1.3204999597509313
0.8885904844059878,0.09168003462934482,0.8885904844059878,0.9585181493627412
0.513781868872983,0.727365633519128,0.513781868872983,1.4847463620489179
0.37987376615786983,0.18049019431250457,0.37987376615786983,0.7239948439849462
0.19801971852142142,0.32816751586424353,0.19801971852142142,0.8069455791354472
0.4651590723748398,0.5427278064060249,0.4651590723748398,1.3330810321461308
0.375544206266764,0.8793631678295227,0.375544206266764,1.3491719301028593
0.6775110354793534,0.5068763152016988,0.6775110354793534,1.4756774814511249
0.721573620696058,0.9285387557462124,0.721573620696058,1.6198675626480559
0.4980061780518391,0.21884748852449687,0.4980061780518391,0.901527705482706
0.969678793031814,0.8400780435064802,0.969678793031814,1.8187302713122282
0.20901846630327192,0.39537882858279627,0.20901846630327192,0.9183861712113133
0.057689416194453114,0.9007958817769501,0.057689416194453114,1.0311421677548085
0.8876134321699773,0.5114607443825537,0.8876134321699773,1.6292007925846574
0.0733458317145842,0.6207167354627604,0.0733458317145842,1.0195287009973126
0.742903618030096,0.16137475262493095,0.742903618030096,0.9936045928459944
0.02429739402387565,0.9680191155711958,0.02429739402387565,0.958332389627216
0.3123191253761808,0.7916664328788605,0.3123191253761808,1.3071878136822659
0.0043348371038151035,0.24490831320512663,0.0043348371038151035,0.4747989072438025
0.19550313832557809,0.635139636515685,0.19550313832557809,1.1494436746928856
0.700865068171631,0.3146134300857908,0.700865068171631,1.2333989504160021
0.76442888883967,0.8844292844827565,0.76442888883967,1.6725746067523701
0.5143358934081901,0.17445329325020675,0.5143358934081901,0.8338272532102287
0.7085466083799009,0.10881446662602001,0.7085466083799009,0.8666459799834252
0.08882115911297073,0.7879270101780537,0.08882115911297073,1.088691627111333
